City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,newman,37.3138,-121.0208,42.19,10,99,5.33,US,1689730002
361,arno,60.1167,18.6333,12.53,82,53,3.11,SE,1689730003
362,fort st. john,56.2499,-120.8529,18.94,52,75,5.66,CA,1689729823
363,kavieng,-2.5744,150.7967,27.75,80,64,3.88,PG,1689730003
364,codrington,-38.2667,141.9667,9.98,68,21,3.98,AU,1689729748
365,revda,56.801,59.9303,13.46,97,87,1.64,RU,1689730003
366,buka,40.8108,69.1986,24.23,43,1,2.13,UZ,1689730003
367,phan rang-thap cham,11.5667,108.9833,30.45,60,99,3.59,VN,1689730003
368,banda aceh,5.5577,95.3222,27.4,81,99,6.51,ID,1689730003
369,tandalti,13.0167,31.8667,29.76,52,100,6.43,SD,1689730003
370,st. john's,47.5649,-52.7093,23.49,93,75,8.75,CA,1689729976
371,n'zeto,-7.2312,12.8666,21.5,89,99,0.55,AO,1689730003
372,orapa,-21.2833,25.3667,10.6,38,0,3.7,BW,1689730004
373,fortuna,40.5982,-124.1573,16.48,81,20,5.14,US,1689730004
374,sao jose do campestre,-6.3156,-35.7139,22.43,85,36,4.12,BR,1689729929
375,loboc,9.6383,124.0348,25.63,89,100,2.04,PH,1689730004
376,carutapera,-1.195,-46.02,24.7,88,6,2.46,BR,1689730004
377,pyt-yakh,60.7499,72.8582,18.97,77,100,2.97,RU,1689730004
378,torghay,49.6339,63.4981,20.38,63,9,4.04,KZ,1689730004
379,el granada,37.5027,-122.4694,25.5,80,100,9.77,US,1689730005
380,shubarkuduk,49.1447,56.4872,17.75,78,24,5.73,KZ,1689730005
381,nyaungdon,17.0333,95.65,26.73,83,100,4.63,MM,1689730005
382,polyarnyy,69.1989,33.4478,13.36,82,55,3.1,RU,1689730005
383,salinopolis,-0.6136,-47.3561,25.78,87,9,4.83,BR,1689730005
384,parthenay,46.6667,-0.4167,13.86,94,100,3.21,FR,1689730005
385,kapuskasing,49.4169,-82.4331,16.05,72,75,3.09,CA,1689730005
386,santa teresa di riva,37.947,15.3677,29.14,52,0,4.77,IT,1689730005
387,barabai,-2.5833,115.3833,28.45,69,19,0.31,ID,1689730005
388,monett,36.929,-93.9277,32.12,67,0,3.6,US,1689730005
389,sorsk,54.0033,90.2467,17.72,64,100,1.59,RU,1689730006
390,massawa,15.6097,39.45,33.13,58,88,1.01,ER,1689730006
391,jonage,45.7964,5.0453,26.89,65,0,3.6,FR,1689730006
392,armacao de buzios,-22.7469,-41.8817,20.03,92,100,1.83,BR,1689729924
393,margate,51.3813,1.3862,16.5,75,100,1.34,GB,1689730006
394,kruisfontein,-34.0033,24.7314,12.16,70,99,11.49,ZA,1689730006
395,chauk,20.8833,94.8167,28.01,72,18,5.63,MM,1689730006
396,saddiqabad,28.3062,70.1307,32.77,55,45,4.95,PK,1689730006
397,chibougamau,49.9168,-74.3659,16.79,77,75,1.95,CA,1689730006
398,wang sai phun,16.3885,100.538,24.77,93,100,1.85,TH,1689730006
399,arkhangel'sk,64.5401,40.5433,15.5,76,100,1.84,RU,1689730007
400,taro,-8.3862,115.28,23.0,84,58,2.21,ID,1689730007
401,tonning,54.3167,8.95,14.99,79,100,0.53,DE,1689730007
402,rantauprapat,2.1,99.8333,24.5,94,100,0.81,ID,1689730007
403,narsimhapur,22.95,79.2,26.95,85,66,0.52,IN,1689730007
404,mount gambier,-37.8333,140.7667,8.8,64,11,3.97,AU,1689730007
405,smithers,54.7804,-127.1743,20.18,45,75,2.57,CA,1689730007
406,taoudenni,22.6783,-3.9836,35.93,23,15,4.26,ML,1689730007
407,shasta lake,40.6804,-122.3708,38.4,12,0,0.45,US,1689730007
408,itaueira,-7.6033,-43.0256,25.68,39,8,3.79,BR,1689730007
409,barcelos,41.5388,-8.6151,18.25,92,0,0.63,PT,1689730007
410,mejit,10.2753,170.8646,28.31,81,100,4.76,MH,1689730007
411,port moresby,-9.4431,147.1797,29.68,58,20,5.14,PG,1689730007
412,coracora,-15.0333,-73.7833,12.11,39,3,1.78,PE,1689729795
413,vyalikaya byerastavitsa,53.196,24.0166,12.02,78,17,1.89,BY,1689730008
414,umba,66.6871,34.3429,11.71,89,86,1.6,RU,1689730008
415,szczecinek,53.7079,16.6994,13.36,72,100,2.07,PL,1689730008
416,sarupathar,26.1984,93.8094,27.34,85,100,0.53,IN,1689729578
417,barra de santo antonio,-9.4047,-35.5072,22.6,85,9,3.41,BR,1689730008
418,kirensk,57.7853,108.1119,19.06,58,14,0.72,RU,1689730008
419,whakatane,-37.9585,176.9854,17.16,60,33,2.7,NZ,1689730008
420,caconda,-13.7333,15.0667,10.79,32,0,0.51,AO,1689730008
421,tabarka,36.9544,8.758,30.36,30,40,3.6,TN,1689730008
422,masuguru,-11.3667,38.4167,20.46,80,43,1.37,TZ,1689730008
423,bulawayo,-20.15,28.5833,8.52,48,0,2.13,ZW,1689730008
424,beykonak,36.3257,30.303,29.11,40,0,2.93,TR,1689730008
425,rosario oeste,-14.8361,-56.4275,24.04,50,100,1.94,BR,1689730009
426,shingu,33.7333,135.9833,31.14,61,35,5.35,JP,1689730009
427,saipan,15.1355,145.701,31.39,100,75,5.14,MP,1689730009
428,rikaze,29.25,88.8833,11.84,72,100,0.82,CN,1689730009
429,wenling,28.3669,121.36,29.25,78,100,2.92,CN,1689730009
430,bryne,58.7354,5.6477,13.32,85,100,4.63,NO,1689730009
431,mpika,-11.8343,31.4529,10.25,73,6,2.17,ZM,1689730009
432,nata,8.3333,-80.5167,25.93,86,100,4.92,PA,1689730009
433,ulsteinvik,62.3432,5.8487,12.64,89,100,6.26,NO,1689730009
434,chhoti sadri,24.3833,74.7,26.36,82,100,0.55,IN,1689730009
435,kalmunai,7.4167,81.8167,26.35,66,100,2.6,LK,1689730009
436,qianzhou,28.3167,109.7167,22.97,99,100,1.0,CN,1689729733
437,nantucket,41.2835,-70.0995,25.03,99,100,4.12,US,1689729823
438,saint-denis,48.9167,2.3333,20.64,61,0,4.12,FR,1689730010
439,al muwayh,22.4333,41.7583,28.74,20,95,3.26,SA,1689730010
440,burabay,53.0838,70.3138,17.18,92,100,1.13,KZ,1689730010
441,baneh,35.9975,45.8853,18.58,56,0,3.0,IR,1689730010
442,laguna,38.421,-121.4238,37.4,36,0,6.17,US,1689729884
443,nizhniye sergi,56.6614,59.3033,13.23,98,45,1.75,RU,1689730010
444,qarqaraly,49.4058,75.4742,22.46,38,15,3.37,KZ,1689730010
445,miranda,3.2499,-76.2281,25.07,64,55,3.56,CO,1689730010
446,hasaki,35.7333,140.8333,31.22,76,100,3.25,JP,1689730010
447,colonia,50.9333,6.95,16.64,75,0,0.51,DE,1689730011
448,khorugh,37.4897,71.553,20.06,42,2,1.34,TJ,1689730011
449,brisas de zicatela,15.8369,-97.0419,30.29,54,75,0.0,MX,1689730011
450,vila franca do campo,37.7167,-25.4333,19.23,84,100,1.82,PT,1689730011
451,coquimbo,-29.9533,-71.3436,16.85,67,0,4.63,CL,1689730011
452,mil'kovo,55.6078,37.7956,14.27,94,100,7.51,RU,1689729723
453,port-cartier,50.0334,-66.8654,19.3,97,100,2.49,CA,1689730011
454,shimanovsk,52.0,127.7,28.53,41,0,3.61,RU,1689730011
455,mbekenyera,-10.0,38.9833,18.46,90,73,1.4,TZ,1689730011
456,prince george,53.9166,-122.753,23.47,36,75,2.57,CA,1689729720
457,yutan,28.25,112.55,26.25,93,100,2.15,CN,1689730012
458,madalena,41.2162,-8.3345,17.48,94,6,1.19,PT,1689730012
459,det udom,14.906,105.0784,26.9,91,100,2.58,TH,1689730012
460,prince rupert,54.3161,-130.3201,16.05,85,100,9.77,CA,1689730012
461,big spring,32.2504,-101.4787,39.25,10,0,6.69,US,1689729848
462,huadian,42.9633,126.7478,25.15,76,5,0.53,CN,1689730012
463,labuan,5.2767,115.2417,27.2,83,20,0.51,MY,1689730012
464,kyzyl-mazhalyk,51.1333,90.6,19.46,55,7,1.02,RU,1689730012
465,ringkobing,56.0901,8.244,12.79,71,100,4.77,DK,1689730013
466,murun-kuren,49.6342,100.1625,17.05,71,36,2.37,MN,1689730014
467,oulu,65.0124,25.4682,14.06,38,75,2.57,FI,1689729933
468,ambanja,-13.6833,48.45,19.31,66,0,1.81,MG,1689730014
469,varzea da palma,-17.5981,-44.7308,24.13,39,67,1.19,BR,1689730014
470,siracusa,37.0881,15.2792,26.84,70,0,3.77,IT,1689729902
471,santa cruz de yojoa,14.9833,-87.9,22.4,94,39,1.21,HN,1689730014
472,ghat,24.9647,10.1728,28.89,21,0,1.81,LY,1689730014
473,medicine hat,50.0501,-110.6683,24.55,34,20,6.17,CA,1689730014
474,borogontsy,62.6683,131.1683,19.26,56,92,4.03,RU,1689730015
475,horta,38.5333,-28.6333,21.12,79,100,0.45,PT,1689730015
476,howard springs,-12.497,131.047,28.79,32,76,5.69,AU,1689730015
477,nogliki,51.8333,143.1667,14.39,82,99,3.69,RU,1689730015
478,kolda,12.8833,-14.95,24.45,95,100,1.65,SN,1689730015
479,nabire,-3.3667,135.4833,28.79,68,13,1.95,ID,1689730015
480,kapa'a,22.0752,-159.319,30.18,67,75,10.29,US,1689730015
481,hoa binh,20.8133,105.3383,25.1,97,100,0.98,VN,1689729759
482,palmer,42.1584,-72.3287,22.75,91,40,2.06,US,1689729981
483,port douglas,-16.4833,145.4667,23.65,65,9,4.9,AU,1689730015
484,batang,-6.4846,110.7083,26.78,64,0,3.44,ID,1689730016
485,soio,-6.1349,12.3689,21.19,91,29,0.58,AO,1689730016
486,homer,59.6425,-151.5483,20.93,70,40,6.17,US,1689730016
487,cudillero,43.5622,-6.1459,20.37,88,100,2.06,ES,1689730016
488,kolonia town,6.964,158.206,32.0,66,100,3.6,FM,1689730016
489,kita,13.0349,-9.4895,26.85,65,100,0.13,ML,1689730016
490,qulsary,46.9531,54.0198,21.91,59,17,4.13,KZ,1689730016
491,neufchatel-en-bray,49.7332,1.4396,15.87,90,97,2.67,FR,1689730016
492,san fernando,15.0286,120.6898,28.85,71,7,1.54,PH,1689730016
493,serenje,-13.2325,30.2352,9.05,72,0,2.22,ZM,1689730016
494,sinop,41.7711,34.8709,16.6,49,0,1.49,TR,1689730017
495,tofol,5.3248,163.0078,28.73,71,99,4.88,FM,1689730017
496,port macquarie,-31.4333,152.9167,15.98,52,0,6.09,AU,1689729445
497,iquique,-20.2208,-70.1431,18.02,78,54,0.81,CL,1689729802
498,terme,41.2092,36.9739,15.96,78,3,2.14,TR,1689730017
499,magistral'nyy,56.1725,107.4458,18.72,55,7,1.05,RU,1689730017
500,asan,36.7836,127.0042,26.9,80,60,1.56,KR,1689730017
501,el charco,2.4769,-78.1105,25.93,87,35,1.24,CO,1689730017
502,opuwo,-18.0607,13.84,13.02,23,0,2.57,NA,1689730017
503,edgewater,28.9889,-80.9023,27.08,89,100,4.29,US,1689730018
504,fujin,47.26,132.0322,25.06,70,91,1.27,CN,1689729954
505,salekhard,66.53,66.6019,18.64,67,66,2.86,RU,1689730018
506,northport,33.229,-87.5772,31.18,77,0,0.0,US,1689730018
507,acarau,-2.8856,-40.12,26.23,79,9,7.29,BR,1689730018
508,rongelap,11.1635,166.8941,28.43,74,51,5.65,MH,1689730018
509,port saint john's,-31.6229,29.5448,17.56,87,24,6.69,ZA,1689730019
510,sinabang,2.4803,96.3801,26.71,80,86,0.15,ID,1689730019
511,paphos,34.7667,32.4167,22.88,43,0,3.09,CY,1689730019
512,santyoku,37.4406,129.1708,23.99,87,53,3.07,KR,1689730019
513,dese,11.1333,39.6333,14.67,77,97,2.28,ET,1689730019
514,yangshuo,24.7808,110.4897,28.13,82,37,2.07,CN,1689730019
515,kroya,-7.6331,109.2461,24.53,79,22,5.54,ID,1689730019
516,paracuru,-3.41,-39.0306,27.84,75,7,6.21,BR,1689729931
517,erdenet,49.0333,104.0833,12.87,86,98,0.29,MN,1689730019
518,amga,60.8953,131.9608,20.11,60,42,2.53,RU,1689730020
519,panjab,34.388,67.0233,11.39,52,0,2.85,AF,1689730020
520,richards bay,-28.783,32.0377,16.71,41,0,1.71,ZA,1689730020
521,holualoa,19.6228,-155.9522,27.91,79,40,4.63,US,1689730020
522,dryden,49.7833,-92.7503,19.16,59,0,0.0,CA,1689729981
523,sayan,-11.1361,-77.1933,21.77,57,56,0.62,PE,1689730020
524,sinan,34.8262,126.1086,27.06,93,18,6.19,KR,1689730020
525,pindushi,62.9152,34.58,14.21,79,100,1.75,RU,1689730020
526,takab,36.4009,47.1133,15.47,74,0,1.47,IR,1689729935
527,ketchikan,55.3422,-131.6461,15.99,94,100,6.17,US,1689730020
528,novyy,45.0072,38.9819,20.62,71,20,3.0,RU,1689730020
529,'ain el melh,34.8415,4.1638,28.84,17,1,1.92,DZ,1689730020
530,trinidad,-14.8333,-64.9,22.25,57,18,3.44,BO,1689730021
531,sabang,5.8933,95.3214,28.32,81,100,10.92,ID,1689730021
532,beatrice,40.2681,-96.747,23.05,88,0,2.06,US,1689730021
533,lebu,-37.6167,-73.65,10.5,82,100,6.82,CL,1689730021
534,esfarayen,37.0765,57.5101,18.81,67,79,3.34,IR,1689730021
535,judenburg,47.1667,14.6667,15.22,95,49,1.93,AT,1689730021
536,nadi,-17.8,177.4167,28.0,57,40,5.66,FJ,1689730021
537,marsh harbour,26.5412,-77.0636,29.35,74,27,6.52,BS,1689730021
538,ghanzi,-21.5667,21.7833,9.98,29,0,2.25,BW,1689730021
539,mossel bay,-34.1831,22.146,10.96,75,87,9.02,ZA,1689730022
540,miquelon,47.0975,-56.3814,17.0,99,100,5.56,PM,1689730022
541,kaiapoi,-43.3783,172.6401,17.19,39,34,2.57,NZ,1689730022
542,kollam,8.8833,76.6,25.94,88,100,5.24,IN,1689729894
543,darnah,32.767,22.6367,25.86,80,0,6.62,LY,1689730022
544,yeraliyev,43.2,51.65,23.2,72,5,5.43,KZ,1689730023
545,gaspe,48.8334,-64.4819,22.12,88,75,1.54,CA,1689729890
546,monrovia,6.3005,-10.7969,24.87,85,99,4.39,LR,1689729455
547,tadine,-21.55,167.8833,22.34,69,100,5.75,NC,1689730023
548,escarcega,18.6089,-90.7454,30.34,58,91,3.31,MX,1689730023
549,grand falls-windsor,48.9332,-55.6649,23.61,86,12,3.65,CA,1689730023
550,murzuq,25.9155,13.9184,28.54,23,0,4.25,LY,1689730023
551,tostado,-29.232,-61.7692,7.77,63,0,3.52,AR,1689730024
552,zaraza,9.3503,-65.3245,23.79,94,42,1.72,VE,1689730024
553,talara,-4.5772,-81.2719,24.42,83,0,5.66,PE,1689730024
554,sidi slimane,34.2648,-5.926,25.6,60,49,2.92,MA,1689730024
555,yaren,-0.5472,166.916,26.62,87,100,7.51,NR,1689730025
556,ayancik,41.9447,34.5861,22.45,43,0,1.68,TR,1689730025
557,ouled mimoun,34.9047,-1.0339,21.01,16,0,3.1,DZ,1689730026
558,szarvas,46.8667,20.55,22.22,62,67,1.81,HU,1689730026
559,amal,59.051,12.7049,13.15,73,72,6.14,SE,1689729921
